,PLAN,AVANCE_CARRERA,ACCESO,SUBACCESO,CONVOCATORIA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PBM_CALCULADO,ESTRATO,MUNICIPIO_RESIDENCIA,PROVINCIA_NACIMIENTO,MUNICIPIO_NACIMIENTO,PAIS-NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
644,INGENIERÍA BIOLÓGICA,4.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-2S,NUMERO DE CEDULA,MUJER,19,2.0,4.5,3,1,,CESAR,AGUSTÍN CODAZZI,COLOMBIA,SI,NO,Plantel Oficial,458.622
645,INGENIERÍA MECATRÓNICA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,29,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,594.357
646,INGENIERÍA MECATRÓNICA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,3,1,,CESAR,CURUMANÍ,COLOMBIA,SI,NO,Plantel Oficial,576.101
647,INGENIERÍA BIOLÓGICA,4.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PAES - INDÍGENA,2023-2S,NUMERO DE CEDULA,MUJER,19,2.0,3.7,7,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,485.516
648,BIOLOGÍA,3.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-2S,TARJETA IDENTIDAD,MUJER,18,2.0,4.3,3,1,,CESAR,VALLEDUPAR,COLOMBIA,SI,NO,Plantel Oficial,456.794
649,INGENIERÍA BIOLÓGICA,5.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,TARJETA IDENTIDAD,MUJER,17,2.0,4.3,12,1,,VALLE DEL CAUCA,CALI,COLOMBIA,NO,NO,Plantel Oficial,554.574
650,INGENIERÍA MECATRÓNICA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2024-1S,NUMERO DE CEDULA,HOMBRE,21,,,18,2,,CESAR,VALLEDUPAR,COLOMBIA,SI,NO,Plantel Privado,591.326
651,INGENIERÍA BIOLÓGICA,5.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,TARJETA IDENTIDAD,MUJER,18,2.0,4.5,2,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,466.38
652,BIOLOGÍA,3.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,TARJETA IDENTIDAD,MUJER,18,2.0,4.4,2,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,522.605
653,INGENIERÍA BIOLÓGICA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,"PAES - POBLACION NEGRA, AFROCOLOMBIANA, PALENQUERA Y RAIZAL",2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,3,1,,MAGDALENA,EL RETÉN,COLOMBIA,NO,NO,Plantel Oficial,509.811
654,INGENIERÍA BIOLÓGICA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,"PAES - POBLACION NEGRA, AFROCOLOMBIANA, PALENQUERA Y RAIZAL",2024-1S,NUMERO DE CEDULA,MUJER,18,,,57,7,,CESAR,CHIMICHAGUA,COLOMBIA,NO,NO,Plantel Oficial,502.087
655,GESTIÓN CULTURAL Y COMUNICATIVA,49.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,25,8.0,4.2,25,0,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,422.95
656,BIOLOGÍA,72.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,21,10.0,4.5,6,2,LA PAZ,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
657,GEOGRAFÍA,61.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,HOMBRE,21,8.0,3.7,2,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
658,INGENIERÍA BIOLÓGICA,46.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,TARJETA IDENTIDAD,MUJER,20,9.0,4.0,8,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
659,INGENIERÍA BIOLÓGICA,58.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,3.9,3,1,PAILITAS,CESAR,CHIRIGUANÁ,COLOMBIA,NO,NO,Plantel Oficial,
660,ESTADÍSTICA,47.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,3.5,4,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
661,GESTIÓN CULTURAL Y COMUNICATIVA,70.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.3,8,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,
662,GESTIÓN CULTURAL Y COMUNICATIVA,73.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,4.6,10,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
663,INGENIERÍA BIOLÓGICA,70.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,4.1,2,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
664,BIOLOGÍA,67.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,22,9.0,3.9,23,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
665,GEOGRAFÍA,73.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,3.8,13,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,
666,GESTIÓN CULTURAL Y COMUNICATIVA,22.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,23,5.0,3.3,6,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
667,ESTADÍSTICA,73.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,4.1,4,2,EL PASO,CESAR,EL PASO,COLOMBIA,NO,NO,Plantel Oficial,
668,INGENIERÍA MECATRÓNICA,70.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,TARJETA IDENTIDAD,HOMBRE,21,10.0,3.8,1,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,
669,ESTADÍSTICA,44.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,3.5,3,1,,CESAR,SAN DIEGO,COLOMBIA,NO,NO,Plantel Oficial,
670,GESTIÓN CULTURAL Y COMUNICATIVA,86.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,TARJETA IDENTIDAD,MUJER,22,9.0,4.5,5,1,VALLEDUPAR,MAGDALENA,FUNDACIÓN,COLOMBIA,NO,NO,Plantel Oficial,
671,GESTIÓN CULTURAL Y COMUNICATIVA,76.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,25,9.0,4.3,13,2,LA PAZ,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,
672,INGENIERÍA BIOLÓGICA,66.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,20,9.0,4.1,2,1,,ANTIOQUIA,AMALFI,COLOMBIA,NO,NO,Plantel Oficial,
673,INGENIERÍA BIOLÓGICA,42.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,HOMBRE,22,10.0,3.5,3,1,CHIMICHAGUA,CESAR,CHIMICHAGUA,COLOMBIA,NO,NO,Plantel Oficial,
674,INGENIERÍA MECATRÓNICA,67.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,4.6,1,1,LA PAZ,CESAR,AGUSTÍN CODAZZI,COLOMBIA,NO,NO,Plantel Oficial,
675,INGENIERÍA BIOLÓGICA,72.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,22,10.0,4.7,38,4,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Privado,
676,INGENIERÍA BIOLÓGICA,74.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,HOMBRE,24,9.0,4.0,4,1,,CÓRDOBA,MONTERÍA,COLOMBIA,NO,NO,Plantel Oficial,
677,ESTADÍSTICA,54.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10.0,3.4,10,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
678,BIOLOGÍA,44.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,3.6,1,1,,CESAR,SAN DIEGO,COLOMBIA,NO,NO,Plantel Oficial,
679,GESTIÓN CULTURAL Y COMUNICATIVA,76.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9.0,4.6,2,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,
680,INGENIERÍA MECATRÓNICA,74.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,HOMBRE,20,9.0,4.3,20,1,,CÓRDOBA,MONTERÍA,COLOMBIA,NO,NO,Plantel Privado,
681,BIOLOGÍA,58.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.0,2,1,,MAGDALENA,ARIGUANÍ,COLOMBIA,NO,NO,Plantel Oficial,
682,INGENIERÍA BIOLÓGICA,56.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,TARJETA IDENTIDAD,MUJER,22,9.0,3.8,40,3,,DPTO EXTRANJERO,CIUDAD EXTRANJERO,VENEZUELA,NO,NO,Plantel Oficial,
683,INGENIERÍA MECATRÓNICA,62.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,MUJER,21,9.0,4.1,7,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
684,GEOGRAFÍA,92.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,31,10.0,4.0,3,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
685,ESTADÍSTICA,14.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,NUMERO DE CEDULA,HOMBRE,24,6.0,3.1,2,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
686,GESTIÓN CULTURAL Y COMUNICATIVA,78.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,NUMERO DE CEDULA,MUJER,20,10.0,4.2,3,1,,MAGDALENA,ARIGUANÍ,COLOMBIA,NO,NO,Plantel Oficial,
687,INGENIERÍA BIOLÓGICA,19.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,MUJER,19,5.0,3.7,13,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,488.65
688,INGENIERÍA BIOLÓGICA,13.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,22,5.0,3.0,2,1,,BOLÍVAR,PINILLOS,COLOMBIA,NO,NO,Nocturno,463.37
689,BIOLOGÍA,25.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,23,5.0,3.8,2,1,,CESAR,EL COPEY,COLOMBIA,NO,NO,Plantel Oficial,422.44
690,INGENIERÍA BIOLÓGICA,6.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,21,5.0,3.1,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,470.5
691,INGENIERÍA BIOLÓGICA,21.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,HOMBRE,18,5.0,3.6,10,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,529.13
692,GEOGRAFÍA,29.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,20,5.0,4.0,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,439.94
693,GESTIÓN CULTURAL Y COMUNICATIVA,22.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,21,5.0,3.6,4,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,360.78
694,INGENIERÍA MECATRÓNICA,20.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,22,5.0,3.7,7,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,513.05
695,INGENIERÍA MECATRÓNICA,15.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,HOMBRE,20,5.0,3.3,12,2,,LA GUAJIRA,RIOHACHA,COLOMBIA,NO,NO,Plantel Oficial,507.47
696,GEOGRAFÍA,36.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,21,5.0,4.2,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,383.98
697,GESTIÓN CULTURAL Y COMUNICATIVA,24.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,19,5.0,4.2,2,1,,ATLÁNTICO,BARRANQUILLA,COLOMBIA,NO,NO,Plantel Oficial,437.63
698,GEOGRAFÍA,31.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,TARJETA IDENTIDAD,HOMBRE,18,5.0,3.8,1,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,401.32
699,GESTIÓN CULTURAL Y COMUNICATIVA,24.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,HOMBRE,25,5.0,3.8,2,1,LA PAZ,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,427.63
700,ESTADÍSTICA,17.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,NUMERO DE CEDULA,MUJER,24,5.0,3.2,2,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Privado,385.24
701,GEOGRAFÍA,35.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,22,7.0,3.5,4,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,397.53
702,GEOGRAFÍA,48.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,24,7.0,4.1,1,1,,CESAR,BECERRIL,COLOMBIA,NO,NO,Plantel Oficial,332.82
703,INGENIERÍA BIOLÓGICA,28.2,TRASLADO,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,TARJETA IDENTIDAD,HOMBRE,20,3.0,3.7,5,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
704,INGENIERÍA BIOLÓGICA,60.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,4.3,13,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,467.5
705,GESTIÓN CULTURAL Y COMUNICATIVA,14.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,22,5.0,2.5,4,2,,MAGDALENA,SANTA MARTA,COLOMBIA,NO,NO,Plantel Oficial,431.91
706,GEOGRAFÍA,48.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,24,7.0,3.8,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Nocturno,352.05
707,INGENIERÍA BIOLÓGICA,64.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,20,7.0,4.2,11,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,473.05
708,INGENIERÍA MECATRÓNICA,42.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,4.0,3,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,543.19
709,ESTADÍSTICA,32.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,20,6.0,3.5,6,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,317.93
710,INGENIERÍA BIOLÓGICA,39.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,19,7.0,3.8,6,2,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,521.37
711,INGENIERÍA MECATRÓNICA,24.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,22,7.0,4.0,1,1,VALLEDUPAR,LA GUAJIRA,MANAURE,COLOMBIA,NO,NO,Plantel Oficial,573.23
712,GEOGRAFÍA,54.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,23,7.0,3.9,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,449.33
713,GESTIÓN CULTURAL Y COMUNICATIVA,49.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,MUJER,21,7.0,4.1,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,444.85
714,INGENIERÍA MECATRÓNICA,52.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,4.2,21,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,618.6
715,GEOGRAFÍA,56.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,4.0,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,490.29
716,GEOGRAFÍA,66.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7.0,4.1,19,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,332.34
